name,category,scale,mood,difficulty,description,tags
労働者住宅の長屋街,住居,中,産業革命,2,レンガの連棟住宅が密集した通り。狭い間口と煤けた壁で産業革命期の労働者の暮らしを再現する。,長屋|レンガ|労働者
ケルトの渦巻き紋様の石碑,演出,超小,ケルト,1,苔むした石碑にバナーでケルト渦巻き模様を刻む。周囲にヤドリギ（ツタ）と古い木を配置する。,石碑|渦巻き|旗・バナー|苔・緑化
竪穴住居の集落跡,住居,中,縄文,2,地面を掘り下げた半地下の住居を複数配置。屋根を葉ブロックで葺き中央に焚き火を置く集落を再現する。,竪穴|集落|半地下|地下
百鬼夜行の辻,演出,中,妖怪,3,夜の十字路に様々な妖怪（防具立て＋頭）が行進する光景。提灯と薄暗い照明で不気味な祭りの雰囲気を出す。,百鬼夜行|辻|提灯|防具立て
放射性廃墟のショッピングモール,廃墟,大,核戦争後,4,崩壊したショッピングモールの内部に植物が侵入。ひび割れた床と倒れた棚で文明崩壊後の商業施設を再現する。,廃墟|ショッピングモール|放射能
秘密結社の地下大広間,施設,大,秘密結社,4,地下深くに隠された広大な儀式の間。中央に祭壇を置き壁にシンボル（バナー）を掲げ松明の幽かな光で照らす。,地下|儀式|秘密|宗教施設|旗・バナー|照明
転車台のある機関庫,交通,大,鉄道,4,扇形に並んだ機関車庫の中央に転車台（回転する円形のレール構造）を配置。レンガとレールで本格的な鉄道施設を作る。,機関庫|転車台|レール|トロッコ|ドーム・円形|レンガ
氷河を望む山小屋,住居,小,山岳,2,雪山の中腹に建つ木造の山小屋。厚い壁と暖炉で厳しい気候から身を守る避難小屋を作る。,山小屋|雪山|暖炉
水力からくりオルゴール塔,建造物,中,からくり,3,水車の動力でオルゴール（音符ブロック）が鳴るからくり塔。レッドストーン回路で自動演奏を実現する。,オルゴール|水車|レッドストーン|塔|自動化
ロープに囲まれた特設リング,スポーツ,中,プロレス,3,フェンスでロープを表現したプロレスリング。四隅にターンバックルを配置し観客席をスタジアム状に囲む。,リング|観客席|スポーツ
巡礼道の石の道標,演出,超小,巡礼,1,苔むした石の道標に矢印と距離を看板で刻む。足元に巡礼者が置いた小石の山（砂利）を添える。,道標|苔|看板|苔・緑化
夜逃げ途中の荷崩れ馬車,演出,小,夜逃げ,2,夜道で荷物が崩れた馬車を再現。散乱した家財道具（チェスト・額縁）と暗い照明で切迫した逃避行を表現。,馬車|荷崩れ|夜|収納|額縁
流木アートの砂浜ギャラリー,文化,中,砂浜,2,砂浜に流木（棒ブロック）を組み合わせた彫刻を展示。波打ち際に貝殻（アイテムフレーム）を散りばめた野外ギャラリー。,流木|アート|砂浜|額縁
ディーゼル装甲列車の車庫,交通,大,ディーゼルパンク,4,分厚い鉄板と鋲で覆われた装甲列車を格納する巨大車庫。ディーゼル燃料タンクと整備用クレーンを配置する。,装甲列車|車庫|鉄
サンゴ礁の海底集会場,施設,中,オーシャンパンク,3,サンゴブロックと海のランタンで作った海底の広場。コンジットで水中呼吸を確保し海底市民の生活拠点にする。,海底|サンゴ|コンジット|照明
大恐慌時代の炊き出し列,演出,中,大恐慌,2,長い行列（防具立て）が並ぶ炊き出し所。大鍋（大釜）とパンを配る簡素なテーブルで困窮する市民を表現する。,炊き出し|行列|困窮|防具立て
霧に沈む時計塔,建造物,大,霧の街,4,濃霧の中にそびえる石造りの時計塔。上部だけが霧の上に出るように高く作りクモの巣ブロックで霧を表現する。,時計塔|霧|石造り|塔
霧の路地裏酒場,商業,小,霧の街,2,薄暗い路地の奥にある小さな酒場。ソウルランタンの青白い光とクモの巣で霧がかった不気味な雰囲気を作る。,酒場|路地裏|薄暗い|照明
霧中の吊り橋,交通,中,霧の街,3,深い谷に架かる吊り橋。下が見えないほどの白いブロックの霧を配置し渡るのが怖い演出にする。,吊り橋|谷|高所|橋
霧の街の占い館,商業,小,霧の街,2,水晶玉（エンドロッド＋ガラス）を置いた占い師の館。紫の光と霧で神秘的な内装に仕上げる。,占い|神秘|エンド素材|ガラス|照明
閻魔の裁判所,施設,大,地獄極楽,4,ネザーレンガと金ブロックで作る閻魔大王の法廷。中央に巨大な鏡（ガラス）を設置し罪を映す演出にする。,閻魔|裁判|ネザー|ガラス|ネザー素材|レンガ|金
血の池地獄,自然,中,地獄極楽,2,赤いコンクリートとマグマで作る血の池。周囲に苦悶する防具立てを配置して地獄の刑罰を表現。,地獄|赤|恐ろしい|コンクリート|溶岩|防具立て
地獄の釜茹で場,演出,小,地獄極楽,2,大釜にマグマを入れた拷問場。鬼の防具立てを配置しネザーレンガで囲った暗い空間を作る。,地獄|拷問|鬼|ネザー素材|レンガ|溶岩|牢獄|防具立て
海底の露天風呂,娯楽,小,海底温泉,2,海底にガラスドームで囲った温泉。マグマブロックの上に水を張って泡が出る演出を作る。,温泉|海底|ガラスドーム|ガラス|ドーム・円形|水景|溶岩|風呂・温泉
深海の間欠泉,自然,中,海底温泉,3,海底から蒸気が噴き出す間欠泉。ソウルサンドの気泡とマグマブロックで熱水噴出孔を再現する。,間欠泉|深海|自然|水景|海底|溶岩
海底温泉旅館,住居,大,海底温泉,4,海底に建つ和風温泉旅館。ガラスの壁から魚が泳ぐ海底を眺められる露天風呂付きの豪華宿。,旅館|和風|海底|ガラス|水景|風呂・温泉
温泉クラゲの水族館,娯楽,中,海底温泉,3,温泉の熱でクラゲが集まる水族館。ガラスの通路と暖色のシーランタンで幻想的な海中展示を作る。,水族館|クラゲ|幻想的|ガラス|トンネル|水景|海底|照明|風呂・温泉
湯煙の海底洞窟,自然,大,海底温泉,4,海底洞窟内に広がる天然温泉群。鍾乳石とマグマブロックで地熱が湧き出す神秘的な洞窟を作る。,洞窟|鍾乳石|地熱|地下|水景|海底|溶岩|風呂・温泉
金箔の鳥籠宮殿,住居,大,鳥籠,4,巨大な鳥籠型の宮殿。鉄格子と金ブロックで華やかな籠を作り内部に豪華な居住空間を設ける。,宮殿|金|鉄格子|鉄
小鳥の止まり木タワー,建造物,中,鳥籠,3,螺旋状に止まり木が配置された塔。各段にオウムが止まれるスペースとエサ台を設置する。,塔|螺旋|オウム|階段・はしご
吊り下げ式の鳥籠カフェ,商業,小,鳥籠,2,天井から吊り下げた鳥籠型の個室席があるカフェ。鎖とフェンスで籠を吊り客席にする。,カフェ|吊り下げ|個室
籠の中の楽園庭園,自然,中,鳥籠,3,巨大な鳥籠の中に作られた小さな庭園。花と水と木を閉じ込めた箱庭的な美しさを演出する。,庭園|箱庭|花
鳥籠型の牢獄塔,施設,大,鳥籠,4,空中に吊るされた鳥籠型の監獄。鉄格子とチェーンで高所に浮かぶ恐ろしい収容施設を作る。,牢獄|空中|チェーン|水上|鉄
月見台の東屋,文化,小,月夜,2,月を眺めるための高台の東屋。竹とダークオーク材で和風に仕上げ月見団子を飾る。,月見|和風|東屋|木造|竹
月光の湖畔城,建造物,超大,月夜,5,月明かりに照らされる湖畔の白い城。クォーツとプリズマリンで月光に輝く幻想的な城を作る。,城|湖|クォーツ|プリズマリン
月夜のススキ野原,自然,大,月夜,2,月の下に広がるススキの原。枯れ草と小麦で一面のススキを表現し月見小屋を添える。,ススキ|自然|広大
夜行列車の停車場,交通,中,月夜,3,月夜に走る列車の停車駅。トロッコレールとホームを作り夜だけ使われる寂しい駅を演出する。,駅|トロッコ|夜
月夜の天文台,施設,中,月夜,3,月を観測するための小さな天文台。ドーム型の屋根が開閉する仕掛けと望遠鏡を内装で再現する。,天文台|ドーム|観測|ドーム・円形|望遠鏡
チーズ熟成洞窟,食料,中,酪農,3,山の中に掘った洞窟でチーズを熟成させる施設。樽とハニカムブロックで大量のチーズを表現する。,チーズ|洞窟|熟成|収納|地下|蜂蜜
搾乳場と牛舎,農業,中,酪農,2,牛が並ぶ搾乳場。木造の大きな牛舎に干し草と水飲み場を設置して酪農の日常を再現する。,牛舎|搾乳|木造|牧場
バターの加工小屋,産業,小,酪農,1,搾乳した牛乳をバターにする小屋。撹拌器（大釜＋レバー）と樽を並べた素朴な加工場。,バター|加工|素朴|レッドストーン|収納|牧場|酒場
高原の牧場展望台,娯楽,大,酪農,3,高原の牧場を一望できる展望台。広大な柵で囲った放牧地と赤い屋根の展望休憩所を建てる。,展望台|牧場|高原
ヤギ岩山の山小屋,住居,小,酪農,2,険しい岩山にヤギと暮らす山小屋。石段で登るアクセスの悪い立地と干し草の備蓄が特徴。,山小屋|ヤギ|岩山
狐が棲む廃拝殿,廃墟,中,廃神社,3,屋根が半壊した拝殿にキツネが住み着いた光景。畳（緑の羊毛）が朽ちて草が生えた内装にする。,拝殿|キツネ|朽ちた|牧場
崩れた手水舎,演出,超小,廃神社,1,水が枯れた手水舎。石が欠けて苔が生え龍の口から水が出なくなった寂しい光景を作る。,手水舎|苔|苔・緑化
神木に飲み込まれた社殿,廃墟,大,廃神社,4,巨大な木の根が社殿を貫通して建物を飲み込んでいる光景。ダークオークの根と壊れた壁で自然の力を表現。,神木|根|木造
廃神社の狛犬,演出,小,廃神社,2,片方が欠けた狛犬の対。石と苔ブロックで作り長い年月で風化した石像を表現する。,狛犬|石像|風化|苔・緑化
登り窯の陶房,産業,中,陶芸,3,山の斜面に沿って作る登り窯。かまどを連結した長い窯と作品を乾かす棚のある工房を建てる。,登り窯|山|工房|かまど
ろくろ体験教室,娯楽,小,陶芸,1,観光客向けのろくろ体験ができる教室。回転するろくろ台（回転ブロック）と粘土置き場を設置する。,体験|観光
陶芸家の隠居庵,住居,小,陶芸,2,山奥にひっそり建つ陶芸家の住まい。作品棚と薪置き場に囲まれた静かな庵を作る。,庵|隠居|静か
窯元の煙突群,産業,中,陶芸,3,煙突がいくつも立ち並ぶ窯元の集落。レンガの煙突から煙（キャンプファイヤー）が上がる風景を作る。,煙突|集落|レンガ|屋台・テント
錆びたメリーゴーラウンド,娯楽,中,廃遊園地,3,回転が止まった錆びたメリーゴーラウンド。鉄ブロックと鎖で朽ちた馬の乗り物を再現する。,メリーゴーラウンド|錆|朽ちた|鉄
崩れかけの観覧車,建造物,超大,廃遊園地,5,半分崩壊した巨大な観覧車。鉄格子とチェーンで骨組みだけ残った巨大構造物を作る。,観覧車|崩壊|鉄|骨ブロック
蔦に覆われたジェットコースター,娯楽,大,廃遊園地,4,蔦と草に覆われたレールだけ残るジェットコースター。トロッコレールと葉ブロックで自然に飲まれた軌道を作る。,ジェットコースター|蔦|レール|トロッコ|遊具
廃チケット売り場,商業,超小,廃遊園地,1,窓ガラスが割れた小さなチケットブース。看板が色褪せて散乱したチケットが風に舞う演出。,チケット|廃墟|ガラス|看板
暗闘のお化け屋敷,娯楽,大,廃遊園地,4,本物の幽霊が出そうな廃墟化したお化け屋敷。スカルクセンサーとレッドストーンで不気味な仕掛けを作る。,お化け屋敷|仕掛け|ホラー|スカルク|レッドストーン
藍染め工房,産業,小,工芸,2,藍甕（大釜に青の染料）が並ぶ染物工房。干し場に青い旗を吊るして藍染めの布を表現する。,藍染め|大釜|青|旗・バナー
ガラス吹き工房,産業,中,工芸,3,溶鉱炉とガラスブロックが並ぶ吹きガラスの工房。色付きガラスの完成品を棚に飾る。,ガラス|溶鉱炉|工房|かまど|鍛冶
和紙漉きの作業場,産業,小,工芸,2,清流のそばに建つ和紙を作る作業場。木枠（トラップドア）と水槽で紙漉きの道具を再現する。,和紙|清流|木造|トラップ
竹細工師の小屋,産業,超小,工芸,1,竹ブロックに囲まれた竹細工の小屋。竹の籠や笊を防具立てとトラップドアで表現する。,竹|小屋|トラップ|防具立て
漆塗りの蔵,文化,中,工芸,3,朱色と黒で塗り分けた漆器を保管する蔵。赤と黒のコンクリートで重厚な蔵を作り内部に漆器を飾る。,蔵|漆|赤黒|コンクリート
裏口入試の面接室,施設,超小,受験裏社会,1,密室の面接室。看板に裏取引の暗号を書きチェストに賄賂の金インゴットを隠す。,面接|密室|裏取引|収納|看板
カンニングペーパー印刷所,産業,小,受験裏社会,2,地下に隠された印刷所。レッドストーン回路で動く印刷機と大量の紙が積まれた秘密の部屋。,印刷|地下|秘密|レッドストーン|隠し要素
替え玉受験の控え室,施設,小,受験裏社会,2,変装道具が並ぶ控え室。防具立てに別人の服を着せ鏡（ガラス）の前で準備する部屋。,控え室|変装|防具立て|ガラス
闇塾の地下教室,施設,中,受験裏社会,3,表向きは普通の建物だが地下に秘密の教室がある塾。隠し扉の奥に黒板と机が並ぶ。,地下|隠し扉|教室|隠し要素
合格祈願の裏神社,宗教,中,受験裏社会,3,怪しい御利益を謳う裏の神社。賽銭箱に大量のエメラルドが入り怪しいお守りが売られている。,神社|怪しい|エメラルド|宗教施設
バラックの路地,住居,中,スラム,2,トタン屋根（鉄トラップドア）の粗末な家が密集する路地。狭い通路と不揃いな建物で貧困を表現する。,路地|トタン|密集|トラップ|トンネル
汚水が流れるドブ川,自然,大,スラム,3,ゴミが浮かぶ汚れた水路。茶色のコンクリートと泥ブロックで汚水を表現し脇に粗末な家を建てる。,水路|汚い|泥|コンクリート|水上|水景|水流
闇市のテント村,商業,中,スラム,2,継ぎ接ぎのテントが並ぶ非合法マーケット。色違いの羊毛テントの下に怪しい品物を並べる。,闇市|テント|非合法|商売|屋台・テント|牧場
崩れかけの集合住宅,住居,大,スラム,4,何階建てか分からないほど増築された違法建築。不揃いなブロックと危険な足場で積み上げた巨大な住居。,集合住宅|違法建築
スラムの給水塔,施設,中,スラム,3,錆びた鉄とレンガで作る古い給水塔。水が滴る配管と周囲の粗末な家との対比を作る。,給水塔|鉄|配管|レンガ|塔
盗品の隠し倉庫,施設,小,窃盗,2,民家の地下に隠された盗品保管庫。本棚で隠した隠し扉の奥にチェストが山積みの部屋を作る。,地下|隠し扉|チェスト|エンチャント|内装小物|収納|図書|隠し要素
怪盗の屋上アジト,住居,中,窃盗,3,ビルの屋上に作られた怪盗の秘密基地。脱出用のエリトラ発射台と変装衣装の防具立てを配置する。,屋上|秘密基地|エリトラ|防具立て|隠し要素
金庫破りの練習部屋,施設,小,窃盗,2,様々な鍵と金庫のレプリカが並ぶ訓練室。ピストンとレッドストーンで解錠パズルを作る。,金庫|パズル|レッドストーン|訓練
月明かりの宝石店,商業,小,窃盗,2,夜に忍び込まれた宝石店。ガラスケースが割れダイヤモンドが散乱した犯行現場を再現する。,宝石店|犯行現場|ガラス|商売
切り立った岩の尖塔,自然,大,岩山,4,天に向かって鋭く突き出た岩の柱。石と深層岩で自然の造形美を表現し頂上に鷲の巣を置く。,岩柱|深層岩|鷲
岩山の修道院,宗教,大,岩山,4,険しい岩山の中腹に張り付くように建つ修道院。石段と吊り橋でしかアクセスできない孤高の建築。,修道院|崖|石段|橋
岩窟の隠れ家集落,住居,中,岩山,3,岩の割れ目に作られた隠れ家の集落。外からは見えない洞窟の中に小さな家々が並ぶ。,岩窟|隠れ家|洞窟|地下|隠し要素
化石が露出した崖,自然,中,岩山,2,地層と化石が見える断崖。骨ブロックと砂岩の層で太古の生物の化石が露出した地形を作る。,化石|地層|骨ブロック|砂岩
岩山の山羊道,交通,大,岩山,3,岩山を縫うように続く細い獣道。ヤギだけが通れる険しいルートを石のハーフブロックで作る。,獣道|ヤギ|細い道
砂漠のアーチ岩,自然,大,砂漠地形,3,風食で作られた天然のアーチ状の巨大な岩。赤い砂岩とテラコッタで自然の造形を再現する。,アーチ|砂岩|風食|テラコッタ|橋
砂漠の蜃気楼オアシス,演出,中,砂漠地形,3,本物かどうか分からないオアシス。ガラスと水で蜃気楼のような揺らめく水面を表現する。,蜃気楼|オアシス|ガラス|水上
サボテンの巨木群,自然,大,砂漠地形,2,巨大に育ったサボテンの柱が林立する景観。緑のコンクリートとサボテンで圧倒的な砂漠の植生を作る。,サボテン|緑|コンクリート
砂に埋もれた神殿の入口,廃墟,中,砂漠地形,3,砂に大半が埋もれた古代神殿の入口部分だけが露出。サンドストーンの彫刻が風化した姿を表現。,神殿|砂|風化|宗教施設|砂岩
メサの渓谷集落,住居,大,砂漠地形,4,メサの渓谷の壁面に穿たれた住居群。テラコッタの色層を活かした崖の集落を作る。,渓谷|テラコッタ|崖
溶岩滝の展望台,娯楽,中,火山地形,3,溶岩が滝のように流れ落ちる崖に設置した展望台。ネザーレンガの柵で安全に溶岩を眺められる構造。,溶岩滝|展望台|ネザーレンガ|ネザー素材|レンガ|水景|溶岩
火山灰に埋もれた村,廃墟,大,火山地形,4,灰色のコンクリートと砂利で火山灰に半分埋もれた村。屋根だけ見えている家々が噴火の悲劇を物語る。,火山灰|埋没|灰色|コンクリート
マグマ湖の浮島,自然,中,火山地形,3,溶岩湖に浮かぶ黒曜石の小島。玄武岩と黒曜石で作り唯一の植物として枯れ木を一本立てる。,溶岩湖|黒曜石|浮島|水上|溶岩
火口の温泉小屋,住居,小,火山地形,2,休火山の火口縁に建つ小さな温泉小屋。マグマブロックで温められた湯船と硫黄（黄色のコンクリート）を配置。,温泉|火口|硫黄|コンクリート|水景|溶岩|風呂・温泉
噴石が転がる荒野,自然,大,火山地形,2,噴火で飛んできた巨大な岩が転がる荒野。ブラックストーンの巨岩を草原に点在させる。,噴石|荒野|ブラックストーン|ネザー素材
木の歯車式エレベーター,交通,中,ウッドパンク,3,木製の歯車とロープで動く垂直エレベーター。ピストンとフェンスで木の歯車が噛み合う仕組みを表現する。,エレベーター|歯車|木製|レッドストーン
樹皮装甲の戦車,演出,大,ウッドパンク,4,木の装甲板で覆われた木製戦車。樹皮付き原木と木のトラップドアで有機的な兵器を再現する。,戦車|木製|装甲|トラップ
木のパイプオルガン,文化,大,ウッドパンク,4,竹と木の管で作る巨大なパイプオルガン。音符ブロックを仕込んで実際に音が出る演奏装置にする。,パイプオルガン|竹|音符ブロック
ツリーハウスの発電所,産業,中,ウッドパンク,3,巨木の中に作られた木製発電施設。水車と木の歯車で動力を生み出しレッドストーン信号を各所に送る。,ツリーハウス|発電|水車|レッドストーン
木組みの潜水艦,交通,大,ウッドパンク,4,木と樹液で防水された木造潜水艦。海中に沈めた流線型の木製船体にガラスの覗き窓を付ける。,潜水艦|木造|海中|ガラス|海底
触手が絡みつく灯台,建造物,大,ラブクラフトパンク,4,巨大な触手が灯台に巻きついた不気味な光景。スカルクの触手とプリズマリンで海の恐怖を表現する。,灯台|触手|スカルク|プリズマリン|塔
狂気の図書館,文化,超大,ラブクラフトパンク,5,非ユークリッド的に歪んだ本棚が無限に続く図書館。階段が天井に繋がり重力が狂った内装を作る。,図書館|非ユークリッド|狂気|エンチャント|内装小物|図書|階段・はしご
深淵を覗く井戸,演出,小,ラブクラフトパンク,2,底が見えない不気味な井戸。黒いコンクリートで深淵を表現し周囲にスカルクセンサーを配置する。,井戸|深淵|スカルク|コンクリート
異形の漁村,住居,大,ラブクラフトパンク,4,建物が歪み住人が異形化した海辺の村。プリズマリンと苔で人外の雰囲気漂う家々を建てる。,漁村|異形|プリズマリン|苔・緑化
禁断の祭壇の洞窟,宗教,中,ラブクラフトパンク,3,地下深くにある禁断の儀式場。スカルクと蝋燭で暗黒の祭壇を作りエンダーアイを供物として飾る。,祭壇|地下|儀式|スカルク|宗教施設
丸太の砦,建造物,中,鉄器時代,3,丸太を縦に並べた防御柵で囲まれた集落。原木の柵と堀で原始的だが頑丈な砦を作る。,砦|丸太|防御|要塞・城壁
鍛冶場の溶鉱炉,産業,小,鉄器時代,2,鉄を精錬する原始的な溶鉱炉。溶鉱炉ブロックと石で小さな製鉄所を作り鉄インゴットを飾る。,溶鉱炉|鍛冶|鉄|かまど
鉄器時代の王墓,宗教,大,鉄器時代,4,鉄の副葬品が眠る古代の王墓。石の回廊の奥に石棺と鉄の武具を並べた豪華な埋葬室を作る。,王墓|副葬品|石棺|墓地|鉄
ケルト風の環状列石,文化,中,鉄器時代,2,ストーンヘンジ風の巨石が円形に並ぶ聖地。石と苔ブロックで古代の儀式場を再現する。,環状列石|巨石|儀式|ドーム・円形|苔・緑化
戦車競技場,娯楽,大,鉄器時代,4,鉄の武器を持った戦士が戦う円形闘技場。石と鉄格子の観客席で古代の戦闘を観戦できる施設。,闘技場|鉄|観客席|ドーム・円形
航海士の天体観測室,施設,小,大航海時代,2,星を読んで航路を決める観測室。望遠鏡（エンドロッド）と海図（地図）を飾った小部屋。,観測|星|航海|エンド素材|望遠鏡|照明
香辛料の交易倉庫,商業,中,大航海時代,3,世界中の香辛料が集まる倉庫。色違いの樽とチェストで様々な産地の品物を分類保管する。,倉庫|交易|樽|収納
探検家の地図製作室,施設,小,大航海時代,2,新大陸の地図を描く製図室。製図台と地図を壁に貼り未知の領域が描かれた冒険の拠点にする。,地図|製図台|探検
海賊に襲われた商船,交通,大,大航海時代,4,砲撃を受けて傾いた商船。帆が破れマストが折れた状態を再現し散乱した積荷で戦闘の痕跡を表す。,商船|戦闘|傾き
文明開化の洋風駅舎,交通,大,明治維新,4,和洋折衷の赤レンガ駅舎。レンガと銅で西洋建築を取り入れた明治の近代的な鉄道駅を作る。,駅舎|レンガ|和洋折衷|銅
散切り頭の床屋,商業,小,明治維新,1,ちょんまげを切って散切り頭にする床屋。ハサミのアイテムフレームと鏡を飾った小さな店。,床屋|文明開化|商売|額縁
明治の新聞社,施設,中,明治維新,3,活版印刷機がある新聞社。レッドストーンで動く印刷装置と原稿が山積みの編集室を作る。,新聞社|印刷|レッドストーン
鹿鳴館風の洋館,文化,大,明治維新,4,舞踏会が開かれる豪華な洋館。クォーツとレンガでヴィクトリア調の建築にシャンデリアを飾る。,洋館|舞踏会|クォーツ|レンガ
廃藩置県の空き城,廃墟,超大,明治維新,5,役目を終えた藩の城。天守閣は残るが城下町は洋風に変わり始めた和洋混在の風景を作る。,城|廃墟|和洋混在
星座盤の広場,文化,中,占星術,3,地面に巨大な星座盤を描いた広場。色付きコンクリートと金ブロックで12星座を表現する。,星座|広場|金|コンクリート
占星術師の天球儀の塔,建造物,大,占星術,4,巨大な天球儀を頂く塔。球体の骨組みに星を表すグロウストーンを配置し回転する天球を作る。,天球儀|塔|グロウストーン|ドーム・円形|照明|骨ブロック
黄道十二宮の神殿,宗教,超大,占星術,5,12の星座それぞれに祭壇がある巨大神殿。円形の回廊に各星座のシンボルを金ブロックで飾る。,神殿|十二宮|ドーム・円形|宗教施設|金
氷の崖のアザラシ休憩所,自然,小,極地,2,氷山の棚にアザラシが休む自然の風景。青氷と雪ブロックで作りアーマースタンドでアザラシを表現。,アザラシ|氷山|青氷|氷
極地観測基地,施設,大,極地,4,雪原に建つ科学観測基地。鉄ブロックとガラスで近代的な研究施設を作りアンテナ塔を立てる。,観測基地|雪原|鉄|ガラス|塔|研究
氷河のクレバス橋,交通,中,極地,3,氷河の深い割れ目に架かる危険な橋。青氷の断崖と細い木の橋で極限環境の恐怖を表現する。,クレバス|氷河|橋|氷
ネオン横丁の屋台,商業,小,夜の街,2,ネオン看板が光る路地裏の屋台。グロウストーンと色付きガラスでギラギラした夜の繁華街を作る。,ネオン|屋台|繁華街|ガラス|屋台・テント|照明|看板
砂金採りのキャンプ,住居,小,ゴールドラッシュ,2,川辺に張られたテントと砂金パン。砂利の川底に金の粒（金塊）を散らしたキャンプ地を作る。,テント|川|砂金|屋台・テント|金
鉱山町の銀行,商業,中,ゴールドラッシュ,3,金を預ける頑丈な銀行。鉄のドアと金庫室を備えた西部開拓時代の銀行を石とダークオークで建てる。,銀行|金庫|西部|木造|鉄
仕掛け花火の打ち上げ台,演出,中,花火,3,花火を打ち上げる櫓。TNTとディスペンサーでロケット花火を実際に打ち上げられる仕掛けを作る。,花火|櫓|ディスペンサー|トラップ|レッドストーン|花
花火見物の屋形船,交通,中,花火,3,川面に浮かぶ花火鑑賞用の屋形船。提灯と畳の座敷で夏の夜の風情ある船を作る。,屋形船|提灯|夏|水上|花
プラネタリウムのドーム,施設,大,天文,4,星空を映すドーム型施設。黒いコンクリートの天井にエンドロッドとシーランタンで星座を再現する。,プラネタリウム|ドーム|星座|エンド素材|コンクリート|ドーム・円形|照明
電波望遠鏡アレイ,施設,超大,天文,5,巨大なパラボラアンテナが並ぶ電波望遠鏡群。白いコンクリートと鉄で複数の皿型アンテナを作る。,電波望遠鏡|パラボラ|コンクリート|望遠鏡|研究
タイガの毛皮商人の小屋,商業,小,タイガ,2,狐やオオカミの毛皮を扱う交易小屋。トウヒ材の壁に毛皮（カーペット）を吊るし暖炉を設置する。,毛皮|トウヒ|交易|内装小物|木造
タイガの木こり集落,産業,中,タイガ,3,トウヒの森で木を伐る木こりの集落。丸太の山と斧を飾った作業場に木造の住居が並ぶ。,木こり|集落|トウヒ|木造
団地の給水塔,施設,中,高度経済成長,3,団地の上にそびえる丸い給水塔。コンクリートと鉄で昭和の集合住宅のシンボルを作る。,給水塔|団地|昭和|コンクリート|ドーム・円形|塔
三種の神器が並ぶ家電店,商業,小,高度経済成長,2,テレビ・洗濯機・冷蔵庫が並ぶ家電量販店。鉄ブロックとガラスで昭和の電化製品を再現する。,家電|昭和|三種の神器|ガラス|商売|鉄
ポリネシアの航海カヌー,交通,大,ポリネシア,4,双胴のアウトリガーカヌー。ジャングルの木材と羊毛の帆で太平洋を渡る伝統的な航海船を作る。,カヌー|双胴|帆|木造|牧場
竜宮城の舞踏の間,娯楽,超大,龍宮城,5,乙姫が舞い踊る豪華な大広間。プリズマリンと金で海底の宮殿の中心となる華やかな部屋を作る。,舞踏|プリズマリン|乙姫|海底
外輪蒸気船の船着き場,交通,大,蒸気船,4,外輪が回る蒸気船が停泊する川の船着き場。木造の船体に鉄の煙突と水車型の外輪を取り付ける。,蒸気船|外輪|船着き場|港|鉄
魔法の森の光る花畑,自然,大,魔法の森,4,夜に発光する不思議な花が咲く花畑。グロウベリーとツツジで幻想的に光る花園を作り妖精の住処にする。,光る花|グロウベリー|妖精|照明|花|農業
写真暗室,施設,小,写真,2,赤いガラスの照明で満たされた現像室。大釜を現像液の容器にして壁に写真（地図）を吊るす。,暗室|赤い光|現像|ガラス
潜水鐘の海底基地,施設,中,潜水,3,鐘型の潜水装置で降りる海底基地。ガラスと鉄で鐘型のエアロックを作り海底に小さな居住区を設ける。,潜水鐘|海底|エアロック|ガラス
嵐の中の灯台,建造物,大,嵐,4,暴風雨に耐える岩場の灯台。石レンガの堅牢な塔に強い光源を置き荒波を青いガラスで表現する。,灯台|暴風雨|岩場|ガラス|レンガ|塔|石造り
タトゥースタジオ,商業,小,タトゥー,2,旗と染料が並ぶタトゥーの施設。壁に模様入りの旗をサンプルとして飾りカウンターに道具を並べる。,旗|染料|スタジオ|旗・バナー
知略の将棋道場,娯楽,中,頭脳戦,3,巨大な将棋盤がある道場。黒と白の羊毛で駒をかたどり対局できる大きな盤面を床に作る。,将棋|道場|盤面|牧場
闇金の取り立て事務所,商業,小,闇金,2,殺風景な事務所に金庫と帳簿が並ぶ闇金の拠点。鉄のドアと監視窓で威圧感のある内装にする。,事務所|金庫|威圧|金|鉄
風そよぐ草原の一本道,交通,大,草原,2,どこまでも続く草原の一本道。草ブロックと花を両脇に配置し遠くに小さな家が見える牧歌的な風景。,一本道|花|牧歌的
バイオパンクの培養槽研究所,施設,大,バイオパンク,4,巨大な培養槽が並ぶ研究施設。緑のステンドグラスと水で満たされた槽に謎の生物標本を浮かべる。,培養槽|緑|研究所|ガラス|水上|研究
旧石器時代の洞窟壁画,文化,中,旧石器時代,3,動物の壁画が描かれた洞窟。石の壁に旗や模様入りブロックで狩りの場面を描いた原始の芸術。,洞窟|壁画|原始|地下|旗・バナー
時の止まった古代都市,廃墟,超大,失われた時代,5,突然時が止まったかのような古代都市の廃墟。建物は完全な形で残るが住人だけがいない不気味な遺跡を深層岩と銅で作る。,古代都市|廃墟|不気味|深層岩|銅
啓蒙時代の印刷工房,産業,小,啓蒙時代,2,活版印刷機を模した工房。本と紙（白の旗）が積まれた啓蒙の情報発信拠点。,印刷|工房|本|旗・バナー
